Flight,Price,Currency,Stop,Duration,Date
WAW,"88,431",AMD,1 stop,20h 20m,2025-03-28
IST,"69,044",AMD,1 stop,11h 40m,2025-03-28
AUH,"203,392",AMD,1 stop,13h 15m,2025-03-28
WMI,"89,183",AMD,1 stop ∙ Change airport,31h,2025-03-28
IST,"144,946",AMD,1 stop,8h 30m,2025-03-28
BER,"121,327",AMD,1 stop,10h 35m,2025-03-28
AMS,"206,252",AMD,1 stop,13h 35m,2025-03-28
BRU,"142,106",AMD,1 stop,14h 15m,2025-03-28
VIE,"126,177",AMD,1 stop,17h 05m,2025-03-28
AUH,"315,076",AMD,1 stop,13h 40m,2025-03-28
VLC,"45,886",AMD,1 stop,17h 30m,2025-03-28
BER,"115,086",AMD,1 stop,8h 35m,2025-03-28
VCE,"91,061",AMD,1 stop,26h 45m,2025-03-28
WAW,"69,813",AMD,1 stop,18h,2025-03-28
BEG,"79,852",AMD,1 stop,10h 35m,2025-03-28
LCA,"49,382",AMD,1 stop,11h 30m,2025-03-28
SKG,"158,021",AMD,1 stop,10h 40m,2025-03-28
IST,"66,910",AMD,1 stop,14h 45m,2025-03-28
PRG,"200,949",AMD,1 stop,20h 20m,2025-03-28
DXB,"229,861",AMD,1 stop,18h 20m,2025-03-28
VCE,"78,138",AMD,1 stop,8h 10m,2025-03-28
TBS,"63,446",AMD,1 stop,11h 25m,2025-03-28
TBS,"511,422",AMD,1 stop,10h 05m,2025-03-28
ATH,"78,537",AMD,1 stop,6h 05m,2025-03-28
FRA,"54,897",AMD,1 stop,17h 35m,2025-03-28
LCA,"273,081",AMD,1 stop,11h 25m,2025-03-28
AMS,"80,324",AMD,1 stop,21h,2025-03-28
VLC,"98,666",AMD,1 stop,15h 15m,2025-03-28
VLC,"105,622",AMD,1 stop,20h 35m,2025-03-28
VIE,"14,949",AMD,Direct,4h,2025-03-28
BER,"118,706",AMD,1 stop,19h 30m,2025-03-28
DTM,"85,809",AMD,1 stop,7h 10m,2025-03-28
TLV,"42,053",AMD,1 stop,5h 15m,2025-03-28
TSF,"68,067",AMD,1 stop,14h,2025-03-28
AMS,"74,604",AMD,1 stop,8h 40m,2025-03-28
SOF,"40,416",AMD,1 stop,29h 45m,2025-03-28
TLV,"84,890",AMD,1 stop,22h 40m,2025-03-28
LYS,"29,899",AMD,1 stop,7h 50m,2025-03-28
LIS,"89,723",AMD,1 stop,11h 35m,2025-03-28
IST,"171,916",AMD,1 stop,11h 55m,2025-03-28
BUD,"90,643",AMD,1 stop,14h 30m,2025-03-28
PRG,"76,048",AMD,1 stop,8h 30m,2025-03-28
BRU,"143,609",AMD,1 stop,8h 25m,2025-03-28
VIE,"455,711",AMD,1 stop,16h 55m,2025-03-28
WAW,"93,992",AMD,1 stop,11h 40m,2025-03-28
LIS,"83,070",AMD,1 stop,15h 40m,2025-03-28
SAW,"80,181",AMD,1 stop,10h 15m,2025-03-28
ATH,"55,721",AMD,1 stop,13h 55m,2025-03-28
LCA,"82,638",AMD,1 stop,12h 55m,2025-03-28
WAW,"116,730",AMD,1 stop,17h 55m,2025-03-28
FRA,"101,748",AMD,Direct,5h,2025-03-28
BRU,"66,344",AMD,1 stop,8h 05m,2025-03-28
SAW,"38,512",AMD,1 stop,17h 35m,2025-03-28
IST,"107,509",AMD,1 stop,11h 20m,2025-03-28
SOF,"131,371",AMD,1 stop,22h 55m,2025-03-28
ATH,"95,980",AMD,1 stop,8h 20m,2025-03-28
BER,"105,118",AMD,1 stop,12h 10m,2025-03-28
BCN,"74,214",AMD,1 stop,15h 55m,2025-03-28
LIS,"90,775",AMD,1 stop,14h 15m,2025-03-28
BRU,"142,106",AMD,1 stop,17h 15m,2025-03-28
WAW,"34,267",AMD,1 stop,29h 05m,2025-03-28
LIS,"44,997",AMD,1 stop,24h 40m,2025-03-28
LCA,"116,196",AMD,1 stop,14h 30m,2025-03-28
NCE,"25,301",AMD,1 stop,11h 55m,2025-03-28
MAD,"91,493",AMD,1 stop,9h 45m,2025-03-28
MAD,"100,822",AMD,1 stop,19h 35m,2025-03-28
WAW,"253,768",AMD,1 stop,12h 15m,2025-03-28
BCN,"36,474",AMD,1 stop,7h 30m,2025-03-28
LYS,"88,492",AMD,1 stop,9h 20m,2025-03-28
VIE,"71,463",AMD,1 stop,8h 25m,2025-03-28
TLV,"355,964",AMD,1 stop,17h 45m,2025-03-28
TBS,"361,049",AMD,1 stop,16h 20m,2025-03-28
MAD,"113,373",AMD,1 stop,20h 10m,2025-03-28
BCN,"87,291",AMD,1 stop,20h 45m,2025-03-28
LIS,"105,297",AMD,1 stop,30h 50m,2025-03-28
DXB,"176,674",AMD,Direct,3h 10m,2025-03-28
BCN,"81,795",AMD,1 stop ∙ Change airport,24h 45m,2025-03-28
AMS,"72,633",AMD,1 stop,10h 50m,2025-03-28
VCE,"156,888",AMD,1 stop,7h 30m,2025-03-28
AMS,"74,438",AMD,1 stop,16h 20m,2025-03-28
LIS,"62,566",AMD,1 stop,13h 55m,2025-03-28
BRU,"143,609",AMD,1 stop,7h 30m,2025-03-28
WAW,"38,879",AMD,1 stop,15h 50m,2025-03-28
MAD,"107,795",AMD,1 stop,10h 05m,2025-03-28
DUS,"114,478",AMD,1 stop,18h 50m,2025-03-28
BER,"111,033",AMD,1 stop,9h 45m,2025-03-28
DUS,"114,478",AMD,1 stop,15h 30m,2025-03-28
SAW,"80,181",AMD,1 stop,14h 25m,2025-03-28
TLV,"364,678",AMD,1 stop,20h 20m,2025-03-28
PRG,"49,361",AMD,1 stop,18h,2025-03-28
LIS,"91,466",AMD,1 stop,18h 40m,2025-03-28
SOF,"34,498",AMD,1 stop,9h 40m,2025-03-28
AMS,"96,852",AMD,1 stop,9h 35m,2025-03-28
VIE,"111,995",AMD,1 stop,9h 40m,2025-03-28
RMO,"59,735",AMD,1 stop,7h 55m,2025-03-28
SKG,"64,576",AMD,1 stop,8h 25m,2025-03-28
AMS,"62,996",AMD,1 stop,16h 20m,2025-03-28
FRA,"117,052",AMD,1 stop,5h 45m,2025-03-28
NCE,"77,738",AMD,1 stop,18h 40m,2025-03-28
LCA,"72,363",AMD,1 stop,20h 35m,2025-03-28
BCN,"90,395",AMD,1 stop,9h 55m,2025-03-28
NCE,"76,609",AMD,1 stop ∙ Change airport,18h 25m,2025-03-28
SOF,"98,988",AMD,1 stop,8h 05m,2025-03-28
NCE,"40,416",AMD,1 stop,8h 25m,2025-03-28
IST,"50,316",AMD,1 stop,8h 55m,2025-03-28
DXB,"190,452",AMD,1 stop,9h 10m,2025-03-28
IST,"99,799",AMD,1 stop,9h 35m,2025-03-28
SAW,"226,639",AMD,1 stop,18h 45m,2025-03-28
BCN,"50,510",AMD,1 stop,8h 35m,2025-03-28
FRA,"200,495",AMD,1 stop,14h 25m,2025-03-29
DUS,"45,897",AMD,1 stop,10h 15m,2025-03-29
BRU,"38,099",AMD,1 stop,16h 05m,2025-03-29
ATH,"38,310",AMD,1 stop,23h,2025-03-29
AMS,"118,431",AMD,1 stop,29h 20m,2025-03-29
BRU,"53,003",AMD,1 stop,12h 35m,2025-03-29
BCN,"222,977",AMD,1 stop,21h,2025-03-29
LIS,"108,248",AMD,1 stop,13h 45m,2025-03-29
LIS,"42,833",AMD,1 stop ∙ Change airport,14h 30m,2025-03-29
BCN,"36,422",AMD,1 stop,16h 10m,2025-03-29
SHJ,"169,355",AMD,1 stop,12h 55m,2025-03-29
MAD,"105,532",AMD,1 stop,9h 45m,2025-03-29
TLV,"51,284",AMD,1 stop,5h 55m,2025-03-29
SOF,"59,577",AMD,1 stop,11h 20m,2025-03-29
NCE,"114,403",AMD,1 stop,29h 15m,2025-03-29
LIS,"124,783",AMD,1 stop,19h,2025-03-29
PRG,"89,738",AMD,1 stop,7h 40m,2025-03-29
RMO,"57,201",AMD,1 stop,8h,2025-03-29
BRU,"101,791",AMD,Direct,5h 05m,2025-03-29
DXB,"125,997",AMD,1 stop,21h 30m,2025-03-29
LIS,"43,419",AMD,1 stop,15h 30m,2025-03-29
LIS,"78,589",AMD,1 stop,17h 35m,2025-03-29
VCE,"96,744",AMD,1 stop,11h 20m,2025-03-29
VIE,"40,246",AMD,1 stop,18h 35m,2025-03-29
BEG,"39,096",AMD,1 stop,10h 05m,2025-03-29
BRU,"116,605",AMD,1 stop,6h 20m,2025-03-29
PRG,"51,727",AMD,1 stop ∙ Change airport,11h,2025-03-29
AMS,"80,519",AMD,1 stop,6h 25m,2025-03-29
BUD,"45,998",AMD,1 stop,25h 05m,2025-03-29
WAW,"42,154",AMD,1 stop,14h 25m,2025-03-29
WAW,"158,198",AMD,1 stop,10h 15m,2025-03-29
LIS,"133,748",AMD,1 stop,30h 15m,2025-03-29
BCN,"40,972",AMD,1 stop,13h 20m,2025-03-29
BUD,"129,242",AMD,1 stop,7h 40m,2025-03-29
VIE,"40,683",AMD,1 stop,18h 45m,2025-03-29
ATH,"225,406",AMD,1 stop,11h,2025-03-29
VLC,"107,488",AMD,1 stop,20h 40m,2025-03-29
LYS,"90,406",AMD,1 stop,20h 55m,2025-03-29
MAD,"39,483",AMD,1 stop,18h 20m,2025-03-29
ATH,"98,401",AMD,1 stop,10h 15m,2025-03-29
BUD,"38,992",AMD,1 stop ∙ Change airport,31h,2025-03-29
VLC,"91,101",AMD,1 stop,27h 45m,2025-03-29
VCE,"74,072",AMD,1 stop,28h 35m,2025-03-29
IST,"119,997",AMD,1 stop,20h,2025-03-29
FRA,"98,833",AMD,1 stop,10h 15m,2025-03-29
FRA,"134,556",AMD,1 stop,15h 55m,2025-03-29
MAD,"39,716",AMD,1 stop,12h 35m,2025-03-29
SAW,"63,371",AMD,1 stop ∙ Change airport,30h 55m,2025-03-29
BCN,"87,367",AMD,1 stop,21h 05m,2025-03-29
BCN,"26,970",AMD,1 stop,14h 20m,2025-03-29
VIE,"74,483",AMD,1 stop,12h 50m,2025-03-29
RMO,"30,364",AMD,1 stop,23h 40m,2025-03-29
AMS,"63,705",AMD,1 stop,11h 05m,2025-03-29
SAW,"117,997",AMD,1 stop,12h 20m,2025-03-29
BCN,"79,759",AMD,1 stop,11h 20m,2025-03-29
ATH,"46,786",AMD,1 stop,13h 20m,2025-03-29
LCA,"84,594",AMD,1 stop,22h,2025-03-29
SAW,"65,347",AMD,1 stop,9h 20m,2025-03-29
LYS,"18,222",AMD,1 stop,10h 45m,2025-03-29
WAW,"157,879",AMD,1 stop,17h 15m,2025-03-29
LIS,"141,564",AMD,1 stop ∙ Change airport,15h 05m,2025-03-29
VIE,"134,470",AMD,1 stop,11h 50m,2025-03-29
RMO,"46,221",AMD,1 stop,19h 55m,2025-03-29
BCN,"32,148",AMD,1 stop,19h 25m,2025-03-29
TGD,"42,154",AMD,1 stop,9h,2025-03-29
DXB,"148,367",AMD,1 stop,16h 50m,2025-03-29
BCN,"84,974",AMD,1 stop,26h 40m,2025-03-29
PRG,"216,354",AMD,1 stop,13h 45m,2025-03-29
VIE,"79,626",AMD,1 stop,15h 50m,2025-03-29
BCN,"214,988",AMD,1 stop,13h 45m,2025-03-29
BUD,"70,175",AMD,1 stop,18h 10m,2025-03-29
NCE,"78,871",AMD,1 stop,11h 40m,2025-03-29
VIE,"74,832",AMD,1 stop,19h 05m,2025-03-29
IST,"154,944",AMD,1 stop,14h 05m,2025-03-29
TBS,"75,145",AMD,1 stop,9h 25m,2025-03-29
LIS,"102,005",AMD,1 stop,16h 50m,2025-03-29
BUD,"85,772",AMD,1 stop,14h 30m,2025-03-29
BUD,"109,447",AMD,1 stop,19h 55m,2025-03-29
BCN,"85,913",AMD,1 stop,10h 40m,2025-03-29
IST,"39,494",AMD,1 stop,6h 40m,2025-03-29
AMS,"35,358",AMD,1 stop,10h 40m,2025-03-29
FRA,"73,208",AMD,1 stop,9h 25m,2025-03-29
SHJ,"169,355",AMD,1 stop,5h 40m,2025-03-29
FRA,"134,556",AMD,1 stop,13h 45m,2025-03-29
BCN,"24,311",AMD,1 stop,20h 35m,2025-03-29
VIE,"74,319",AMD,1 stop,12h 50m,2025-03-29
MAD,"45,176",AMD,1 stop,19h 25m,2025-03-29
IST,"108,342",AMD,1 stop,10h 55m,2025-03-29
PRG,"42,154",AMD,1 stop,24h 10m,2025-03-29
ATH,"46,809",AMD,1 stop,23h,2025-03-29
FRA,"71,034",AMD,1 stop,15h 45m,2025-03-29
TLV,"37,226",AMD,1 stop,12h 45m,2025-03-29
VIE,"35,384",AMD,1 stop,9h 35m,2025-03-29
VIE,"103,489",AMD,1 stop,8h 40m,2025-03-29
SSH,"118,793",AMD,Direct,3h 30m,2025-03-29
TLV,"115,526",AMD,1 stop,23h 05m,2025-03-29
VLC,"42,889",AMD,1 stop,15h,2025-03-29
LIS,"85,596",AMD,1 stop ∙ Change airport,21h 55m,2025-03-29
VLC,"48,774",AMD,1 stop,16h 45m,2025-03-29
MAD,"44,980",AMD,1 stop,11h 55m,2025-03-29
BCN,"62,392",AMD,1 stop,15h 10m,2025-03-29
VLC,"35,560",AMD,1 stop,23h 40m,2025-03-29
AMS,"47,365",AMD,1 stop,16h 20m,2025-03-29
MAD,"93,392",AMD,1 stop,20h 10m,2025-03-29
ATH,"225,406",AMD,1 stop,17h 05m,2025-03-29
SKG,"39,874",AMD,1 stop,5h 35m,2025-03-29
VIE,"41,505",AMD,1 stop,10h,2025-03-29
BEG,"77,719",AMD,1 stop,7h 40m,2025-03-29
WAW,"47,062",AMD,1 stop,8h 45m,2025-03-29
TLV,"115,526",AMD,1 stop,22h 05m,2025-03-29
TBS,"45,231",AMD,Direct,30m,2025-03-29
WAW,"78,094",AMD,1 stop,17h 35m,2025-03-29
BCN,"84,974",AMD,1 stop,28h 20m,2025-03-29
BUD,"214,620",AMD,1 stop,13h 20m,2025-03-29
BEG,"42,169",AMD,1 stop,18h 25m,2025-03-29
RMO,"104,778",AMD,1 stop ∙ Change airport,26h 20m,2025-03-29
TLV,"64,376",AMD,1 stop,34h,2025-03-29
SKG,"42,049",AMD,1 stop,23h 25m,2025-03-29
TSF,"78,319",AMD,1 stop,18h 05m,2025-03-29
AMS,"110,796",AMD,1 stop,15h 25m,2025-03-29
NCE,"209,204",AMD,1 stop,13h 45m,2025-03-29
LIS,"41,712",AMD,1 stop ∙ Change airport,17h 20m,2025-03-29
VIE,"29,899",AMD,1 stop,14h 15m,2025-03-29
LIS,"81,297",AMD,1 stop,21h 15m,2025-03-29
TLV,"308,938",AMD,1 stop,22h,2025-03-29
BRU,"38,099",AMD,1 stop,8h 20m,2025-03-29
TLV,"83,949",AMD,1 stop,21h 55m,2025-03-29
ATH,"58,089",AMD,1 stop,12h 35m,2025-03-29
BCN,"72,169",AMD,1 stop,14h 55m,2025-03-29
BUD,"52,419",AMD,1 stop,16h 40m,2025-03-29
ATH,"37,542",AMD,1 stop,12h 50m,2025-03-29
CRL,"35,331",AMD,1 stop,15h 50m,2025-03-29
BCN,"36,337",AMD,1 stop,8h 55m,2025-03-29
FRA,"35,498",AMD,1 stop,9h 25m,2025-03-29
BCN,"224,116",AMD,1 stop,31h 20m,2025-03-29
MAD,"39,470",AMD,1 stop,14h,2025-03-29
ATH,"58,917",AMD,1 stop,21h 40m,2025-03-29
LYS,"81,658",AMD,1 stop,8h,2025-03-29
BCN,"87,633",AMD,1 stop,11h 45m,2025-03-29
SAW,"52,043",AMD,1 stop ∙ Change airport,32h,2025-03-29
DUS,"68,868",AMD,1 stop,9h 35m,2025-03-29
ATH,"51,013",AMD,1 stop,24h 40m,2025-03-29
IST,"49,627",AMD,1 stop,16h 40m,2025-03-29
SKG,"47,862",AMD,1 stop,21h,2025-03-29
SAW,"56,894",AMD,1 stop,28h 10m,2025-03-29
SHJ,"167,264",AMD,1 stop,21h 35m,2025-03-29
IST,"93,582",AMD,1 stop,10h 55m,2025-03-29
SKG,"61,917",AMD,1 stop,9h 25m,2025-03-29
WAW,"111,593",AMD,1 stop,23h 45m,2025-03-29
IST,"113,373",AMD,1 stop,9h 35m,2025-03-29
VIE,"68,999",AMD,1 stop,13h 30m,2025-03-29
RMO,"78,275",AMD,1 stop,29h 10m,2025-03-29
LIS,"118,820",AMD,1 stop,23h 50m,2025-03-29
BCN,"100,906",AMD,1 stop,20h 05m,2025-03-29
CRL,"31,253",AMD,1 stop ∙ Change airport,12h 50m,2025-03-29
FRA,"73,081",AMD,1 stop ∙ Change airport,13h 55m,2025-03-29
RMO,"40,991",AMD,1 stop,19h 50m,2025-03-29
LIS,"96,484",AMD,1 stop,21h 50m,2025-03-29
LIS,"92,931",AMD,1 stop,17h,2025-03-29
FRA,"73,081",AMD,1 stop ∙ Change airport,13h,2025-03-29
RMO,"39,855",AMD,1 stop,25h 45m,2025-03-29
TLV,"104,450",AMD,1 stop,9h 10m,2025-03-29
AMS,"62,458",AMD,1 stop ∙ Change airport,12h 30m,2025-03-29
VLC,"84,329",AMD,1 stop,16h 35m,2025-03-29
SAW,"70,999",AMD,1 stop,10h 15m,2025-03-29
IST,"201,887",AMD,1 stop,29h 50m,2025-03-29
VCE,"119,711",AMD,1 stop,11h,2025-03-29
BEG,"333,517",AMD,1 stop,11h 45m,2025-03-29
BRU,"437,445",AMD,1 stop,32h 45m,2025-03-29
WAW,"86,575",AMD,1 stop,11h 55m,2025-03-29
TSF,"86,713",AMD,1 stop ∙ Change airport,18h,2025-03-29
BCN,"67,719",AMD,1 stop,22h,2025-03-29
FRA,"134,556",AMD,1 stop,27h 45m,2025-03-29
NCE,"74,615",AMD,1 stop,20h 35m,2025-03-29
NCE,"70,177",AMD,1 stop,20h 05m,2025-03-29
LYS,"430,494",AMD,1 stop,27h 15m,2025-03-29
BCN,"73,012",AMD,1 stop,30h,2025-03-29
VIE,"78,403",AMD,1 stop,16h 25m,2025-03-29
TLV,"334,184",AMD,1 stop,27h,2025-03-29
WAW,"87,597",AMD,1 stop,11h 50m,2025-03-29
SAW,"240,621",AMD,1 stop,19h 45m,2025-03-29
LIS,"34,553",AMD,1 stop,20h 45m,2025-03-29
FRA,"123,549",AMD,1 stop,25h 30m,2025-03-29
SOF,"99,674",AMD,1 stop,20h 10m,2025-03-29
ATH,"77,114",AMD,1 stop,8h 30m,2025-03-29
VIE,"50,930",AMD,1 stop,9h 15m,2025-03-29
SOF,"113,898",AMD,1 stop,11h,2025-03-29
BCN,"91,819",AMD,1 stop,8h 55m,2025-03-29
SHJ,"93,410",AMD,Direct,2h 55m,2025-03-29
BEG,"124,181",AMD,1 stop,34h 05m,2025-03-29
FRA,"194,620",AMD,1 stop,12h 35m,2025-03-29
VIE,"49,300",AMD,1 stop ∙ Change airport,11h 25m,2025-03-29
SOF,"50,580",AMD,1 stop,6h 25m,2025-03-29
BCN,"39,855",AMD,1 stop,28h 45m,2025-03-29
SKG,"44,432",AMD,1 stop,9h,2025-03-29
ATH,"49,283",AMD,1 stop,23h 05m,2025-03-29
SHJ,"139,569",AMD,1 stop,24h 10m,2025-03-29
SSH,"65,123",AMD,1 stop,11h 55m,2025-03-29
WMI,"39,095",AMD,1 stop ∙ Change airport,27h 30m,2025-03-29
SOF,"79,355",AMD,1 stop,13h 45m,2025-03-29
SOF,"66,356",AMD,1 stop,11h 10m,2025-03-29
TLV,"41,025",AMD,1 stop,13h 50m,2025-03-29
VIE,"68,754",AMD,1 stop,15h 40m,2025-03-29
NCE,"123,144",AMD,1 stop,11h 35m,2025-03-29
PRG,"74,499",AMD,1 stop,18h 30m,2025-03-29
VIE,"69,907",AMD,1 stop,24h 30m,2025-03-29
VLC,"38,366",AMD,1 stop,15h 50m,2025-03-29
BEG,"51,306",AMD,1 stop,29h 20m,2025-03-29
AMS,"435,432",AMD,1 stop,22h 45m,2025-03-29
DUS,"45,897",AMD,1 stop,7h 30m,2025-03-29
ATH,"73,239",AMD,1 stop,16h 25m,2025-03-29
BUD,"90,026",AMD,1 stop,22h 05m,2025-03-29
PRG,"426,286",AMD,1 stop,26h 25m,2025-03-29
AMS,"80,519",AMD,1 stop,8h 50m,2025-03-29
CRL,"46,511",AMD,1 stop ∙ Change airport,15h 25m,2025-03-29
WAW,"79,802",AMD,1 stop,6h 40m,2025-03-29
FRA,"87,356",AMD,1 stop,13h 05m,2025-03-29
VCE,"89,401",AMD,1 stop,17h 35m,2025-03-29
SHJ,"96,549",AMD,1 stop,25h 05m,2025-03-29
TLV,"114,349",AMD,1 stop,11h,2025-03-29
MAD,"43,695",AMD,1 stop,8h 55m,2025-03-29
AMS,"47,347",AMD,1 stop,11h 30m,2025-03-29
PRG,"34,498",AMD,1 stop,8h 40m,2025-03-29
BUD,"40,785",AMD,1 stop ∙ Change airport,11h 25m,2025-03-29
FRA,"138,399",AMD,1 stop,23h 40m,2025-03-29
AMS,"91,534",AMD,1 stop,11h 55m,2025-03-29
ATH,"48,435",AMD,Direct,2h 55m,2025-03-29
MAD,"46,307",AMD,1 stop,29h 45m,2025-03-29
LCA,"81,023",AMD,1 stop,6h 05m,2025-03-29
SOF,"40,416",AMD,1 stop,14h 20m,2025-03-29
ATH,"66,510",AMD,1 stop,23h 40m,2025-03-29
BCN,"91,166",AMD,1 stop,17h 45m,2025-03-29
BCN,"44,812",AMD,1 stop,8h 35m,2025-03-29
SSH,"41,083",AMD,1 stop,20h 05m,2025-03-29
BCN,"87,834",AMD,1 stop,10h 40m,2025-03-29
AMS,"100,784",AMD,1 stop,9h 40m,2025-03-29
LIS,"65,832",AMD,1 stop,22h 40m,2025-03-29
FRA,"58,487",AMD,1 stop,8h 05m,2025-03-29
ATH,"39,384",AMD,1 stop ∙ Change airport,22h,2025-03-29
CRL,"36,254",AMD,1 stop ∙ Change airport,12h 50m,2025-03-29
VCE,"12,463",AMD,Direct,4h 25m,2025-03-29
SKG,"52,800",AMD,1 stop,17h 30m,2025-03-29
IST,"108,920",AMD,1 stop,10h 05m,2025-03-29
SHJ,"169,355",AMD,1 stop,21h 05m,2025-03-29
AMS,"110,345",AMD,1 stop,8h 25m,2025-03-29
VLC,"86,997",AMD,1 stop,30h 50m,2025-03-29
MAD,"109,272",AMD,1 stop,21h 40m,2025-03-29
BCN,"30,819",AMD,1 stop,7h 50m,2025-03-29
ATH,"101,154",AMD,1 stop,20h 35m,2025-03-29
AMS,"54,688",AMD,1 stop,9h 05m,2025-03-29
LCA,"30,067",AMD,Direct,2h 10m,2025-03-29
FRA,"123,910",AMD,1 stop,10h 05m,2025-03-29
LIS,"45,948",AMD,1 stop,11h 25m,2025-03-29
VLC,"82,811",AMD,1 stop,9h 50m,2025-03-29
BCN,"41,025",AMD,1 stop,10h 50m,2025-03-29
FRA,"109,388",AMD,1 stop,6h 45m,2025-03-29
MAD,"176,169",AMD,1 stop,20h 15m,2025-03-29
VCE,"99,561",AMD,1 stop,7h 30m,2025-03-29
LIS,"83,005",AMD,1 stop,15h 25m,2025-03-29
BUD,"110,196",AMD,1 stop,34h 10m,2025-03-29
WAW,"134,610",AMD,1 stop,7h 55m,2025-03-29
TLV,"58,498",AMD,1 stop,21h 35m,2025-03-29
LYS,"87,823",AMD,1 stop,27h 15m,2025-03-29
IST,"240,106",AMD,1 stop,8h 55m,2025-03-29
SHJ,"174,662",AMD,1 stop,15h 50m,2025-03-29
MAD,"88,431",AMD,1 stop,16h 40m,2025-03-29
ATH,"45,071",AMD,1 stop,13h 25m,2025-03-29
PRG,"101,404",AMD,1 stop,29h,2025-03-29
TLV,"205,162",AMD,1 stop,13h 35m,2025-03-29
VIE,"132,297",AMD,1 stop,34h 25m,2025-03-29
IST,"84,287",AMD,1 stop,16h 30m,2025-03-29
TLV,"286,026",AMD,1 stop,24h 50m,2025-03-29
VIE,"68,743",AMD,1 stop,9h 45m,2025-03-29
FRA,"134,556",AMD,1 stop,12h 40m,2025-03-29
PRG,"37,069",AMD,1 stop ∙ Change airport,18h 40m,2025-03-29
BCN,"37,226",AMD,1 stop,23h 15m,2025-03-29
BCN,"89,203",AMD,1 stop,19h 15m,2025-03-29
LIS,"107,982",AMD,1 stop,14h 35m,2025-03-29
ATH,"46,638",AMD,1 stop,25h 40m,2025-03-29
VLC,"54,820",AMD,1 stop,11h 55m,2025-03-29
TLV,"87,690",AMD,1 stop,11h,2025-03-29
MAD,"50,701",AMD,1 stop,16h 20m,2025-03-29
VCE,"84,775",AMD,1 stop,7h 50m,2025-03-29
LCA,"92,257",AMD,1 stop,12h 35m,2025-03-29
BUD,"54,066",AMD,1 stop,25h,2025-03-29
BEG,"124,653",AMD,1 stop,11h 10m,2025-03-29
LIS,"53,393",AMD,1 stop,9h 10m,2025-03-29
DXB,"159,559",AMD,1 stop,8h 55m,2025-03-29
SAW,"79,228",AMD,1 stop,7h 40m,2025-03-29
ATH,"60,757",AMD,1 stop,21h 05m,2025-03-29
IST,"111,286",AMD,1 stop,34h,2025-03-29
IST,"89,413",AMD,1 stop,11h 50m,2025-03-29
TLV,"80,910",AMD,1 stop,10h 25m,2025-03-29
ATH,"74,331",AMD,1 stop,28h 35m,2025-03-29
BUD,"119,769",AMD,1 stop,11h 55m,2025-03-29
VIE,"147,720",AMD,1 stop,25h 50m,2025-03-29
LCA,"77,045",AMD,1 stop,26h 20m,2025-03-29
PRG,"110,545",AMD,1 stop,12h 25m,2025-03-29
BCN,"40,596",AMD,1 stop,14h 05m,2025-03-29
FRA,"70,114",AMD,1 stop,10h,2025-03-29
BRU,"136,217",AMD,1 stop,12h,2025-03-29
DTM,"54,897",AMD,1 stop,12h 15m,2025-03-29
LCA,"83,052",AMD,1 stop,12h 55m,2025-03-29
BCN,"39,611",AMD,1 stop,13h 30m,2025-03-29
VIE,"68,754",AMD,1 stop,11h 10m,2025-03-29
BRU,"51,938",AMD,1 stop,12h 55m,2025-03-29
SOF,"99,674",AMD,1 stop,8h 05m,2025-03-29
BUD,"40,811",AMD,1 stop,22h 55m,2025-03-29
SKG,"39,874",AMD,1 stop,4h 40m,2025-03-29
PRG,"52,419",AMD,1 stop,11h 55m,2025-03-29
BRU,"68,894",AMD,1 stop,26h 40m,2025-03-29
WAW,"60,503",AMD,1 stop,15h 05m,2025-03-29
SAW,"72,273",AMD,1 stop,14h 25m,2025-03-29
BCN,"88,875",AMD,1 stop,10h 25m,2025-03-29
BUD,"85,772",AMD,1 stop,19h 40m,2025-03-29
MAD,"126,699",AMD,1 stop,25h,2025-03-29
TLV,"70,460",AMD,1 stop,22h 30m,2025-03-29
VIE,"74,832",AMD,1 stop,21h 05m,2025-03-29
LCA,"84,594",AMD,1 stop,19h 05m,2025-03-29
VIE,"90,285",AMD,1 stop,28h 15m,2025-03-29
TLV,"114,592",AMD,1 stop,20h 55m,2025-03-29
SKG,"71,054",AMD,1 stop,15h 20m,2025-03-29
LIS,"154,591",AMD,1 stop,10h 30m,2025-03-29
LCA,"41,393",AMD,1 stop,6h 10m,2025-03-29
BUD,"24,896",AMD,1 stop,9h 05m,2025-03-29
LIS,"84,440",AMD,1 stop ∙ Change airport,18h,2025-03-29
VIE,"30,223",AMD,1 stop ∙ Change airport,24h 15m,2025-03-29
BUD,"50,580",AMD,1 stop,28h 50m,2025-03-29
SAW,"28,478",AMD,Direct,2h 30m,2025-03-29
VIE,"68,754",AMD,1 stop,17h 30m,2025-03-29
BEG,"35,818",AMD,1 stop,13h 25m,2025-03-29
PRG,"90,490",AMD,1 stop,8h 15m,2025-03-29
TLV,"50,130",AMD,1 stop,8h 10m,2025-03-29
LIS,"65,324",AMD,1 stop,17h 05m,2025-03-29
BCN,"84,329",AMD,1 stop,25h 25m,2025-03-29
LIS,"134,166",AMD,1 stop,19h 40m,2025-03-29
TGD,"65,394",AMD,1 stop,28h,2025-03-29
BCN,"25,830",AMD,1 stop,10h 35m,2025-03-29
LIS,"45,256",AMD,1 stop,18h 45m,2025-03-29
AMS,"80,519",AMD,1 stop,8h,2025-03-29
